name,card_type,mana_color,mana_cost,energy_cost,art_path,frame_path,mana_icon_path,image_prompt,output_path
Sky Vault Shatter,Action,Aether Blue,0,3,art/Aether/Action/Aether_Action_91.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Sky Vault Shatter’ a trident thrust sending a pressurized column of water forward, seen from a low‑angle hero shot. The setting is storm-charged causeways over churning waters, colored with cool sapphire and cyan hues, pale silver highlights; soft bokeh from distant blue lanterns, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_91.png
Sky Vault Ripple,Action,Aether Blue,0,1,art/Aether/Action/Aether_Action_92.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Sky Vault Ripple’ a darting dive that leaves a ribbon of refracted light, seen from a profile portrait with dramatic backlight. The setting is rain-swept cliffside towers with arcane antennas, colored with cool sapphire and cyan hues, pale silver highlights; ripples of refracted light and lens flares, micro‑particles shining like stars. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_92.png
Nimbus Arc Crush,Action,Aether Blue,0,1,art/Aether/Action/Aether_Action_93.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Nimbus Arc Crush’ a darting dive that leaves a ribbon of refracted light, seen from a intimate close‑up with shallow depth of field. The setting is crystalline observatories above a misty sea, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_93.png
Aether Spin Flow,Action,Aether Blue,0,3,art/Aether/Action/Aether_Action_94.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Aether Spin Flow’ a darting dive that leaves a ribbon of refracted light, seen from a dynamic three‑quarter view. The setting is floating libraries of light over a moonlit bay, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, soft bokeh from distant blue lanterns. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_94.png
Sky Vault Flow,Action,Aether Blue,0,3,art/Aether/Action/Aether_Action_95.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Sky Vault Flow’ a darting dive that leaves a ribbon of refracted light, seen from a intimate close‑up with shallow depth of field. The setting is floating libraries of light over a moonlit bay, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_95.png
Aether Spin Sweep,Action,Aether Blue,0,3,art/Aether/Action/Aether_Action_96.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Aether Spin Sweep’ a darting dive that leaves a ribbon of refracted light, seen from a low‑angle hero shot. The setting is rain-swept cliffside towers with arcane antennas, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_96.png
Mist Step Ripple,Action,Aether Blue,0,2,art/Aether/Action/Aether_Action_97.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Mist Step Ripple’ a palm strike releasing a concentric tide ripple, seen from a aerial top‑down sweep. The setting is storm-charged causeways over churning waters, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_97.png
Polar Break Shatter,Action,Aether Blue,0,2,art/Aether/Action/Aether_Action_98.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Polar Break Shatter’ a darting dive that leaves a ribbon of refracted light, seen from a Dutch tilt mid‑action. The setting is crystalline observatories above a misty sea, colored with cool sapphire and cyan hues, pale silver highlights; soft bokeh from distant blue lanterns, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_98.png
Mist Step Pierce,Action,Aether Blue,0,3,art/Aether/Action/Aether_Action_99.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Mist Step Pierce’ a staff strike that freezes droplets midair, seen from a wide cinematic landscape. The setting is storm-charged causeways over churning waters, colored with cool sapphire and cyan hues, pale silver highlights; ripples of refracted light and lens flares, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_99.png
Star Lance Flow,Action,Aether Blue,0,3,art/Aether/Action/Aether_Action_100.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana action ‘Star Lance Flow’ a trident thrust sending a pressurized column of water forward, seen from a Dutch tilt mid‑action. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Action_100.png
Inferno Drake,Creature,Ember Red,4,5,art/Ember/Creature/Ember_Creature_1.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Inferno Drake’ mid‑charge with debris kicked from the ground, seen from a over‑the‑shoulder perspective. The setting is obsidian plains cracked with searing light, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_1.png
Sear Behemoth,Creature,Ember Red,4,5,art/Ember/Creature/Ember_Creature_2.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Sear Behemoth’ landing from a leap, dust pluming around the impact, seen from a wide cinematic landscape. The setting is charred forests lit by drifting sparks, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_2.png
Cinder Ravager,Creature,Ember Red,3,6,art/Ember/Creature/Ember_Creature_3.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Cinder Ravager’ mid‑charge with debris kicked from the ground, seen from a ground‑level tracking shot. The setting is basalt arches collapsing into molten chasms, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, fiery rim light carving the silhouette. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_3.png
Ember Juggernaut,Creature,Ember Red,4,6,art/Ember/Creature/Ember_Creature_4.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Ember Juggernaut’ unfurling wings in a thunderous blast, seen from a aerial top‑down sweep. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_4.png
Ember Behemoth,Creature,Ember Red,5,6,art/Ember/Creature/Ember_Creature_5.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Ember Behemoth’ emerging from mist with eyes igniting, seen from a low‑angle hero shot. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_5.png
Sear Warden,Creature,Ember Red,6,8,art/Ember/Creature/Ember_Creature_6.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Sear Warden’ raising a shielded limb against incoming force, seen from a profile portrait with dramatic backlight. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_6.png
Hell Behemoth,Creature,Ember Red,3,8,art/Ember/Creature/Ember_Creature_7.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Hell Behemoth’ coiling to strike with tense musculature, seen from a intimate close‑up with shallow depth of field. The setting is charred forests lit by drifting sparks, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_7.png
Blaze Behemoth,Creature,Ember Red,5,8,art/Ember/Creature/Ember_Creature_8.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Blaze Behemoth’ guarding a relic as light rakes across armor, seen from a aerial top‑down sweep. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_8.png
Hell Goliath,Creature,Ember Red,7,7,art/Ember/Creature/Ember_Creature_9.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Hell Goliath’ landing from a leap, dust pluming around the impact, seen from a dynamic three‑quarter view. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_9.png
Flame Juggernaut,Creature,Ember Red,3,7,art/Ember/Creature/Ember_Creature_10.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Flame Juggernaut’ raising a shielded limb against incoming force, seen from a profile portrait with dramatic backlight. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_10.png
Ash Warden,Creature,Ember Red,3,7,art/Ember/Creature/Ember_Creature_11.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Ash Warden’ emerging from mist with eyes igniting, seen from a intimate close‑up with shallow depth of field. The setting is basalt arches collapsing into molten chasms, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_11.png
Hell Ravager,Creature,Ember Red,3,7,art/Ember/Creature/Ember_Creature_12.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Hell Ravager’ raising a shielded limb against incoming force, seen from a Dutch tilt mid‑action. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_12.png
Ash Goliath,Creature,Ember Red,6,5,art/Ember/Creature/Ember_Creature_13.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Ash Goliath’ coiling to strike with tense musculature, seen from a Dutch tilt mid‑action. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_13.png
Char Juggernaut,Creature,Ember Red,4,6,art/Ember/Creature/Ember_Creature_14.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Char Juggernaut’ stalking forward with predatory focus, seen from a dynamic three‑quarter view. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_14.png
Pyre Maw,Creature,Ember Red,4,8,art/Ember/Creature/Ember_Creature_15.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Pyre Maw’ roaring into the wind as particles whirl, seen from a Dutch tilt mid‑action. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_15.png
Blaze Hound,Creature,Ember Red,5,5,art/Ember/Creature/Ember_Creature_16.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Blaze Hound’ bracing amid a shockwave rippling across the terrain, seen from a profile portrait with dramatic backlight. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_16.png
Inferno Hydra,Creature,Ember Red,7,6,art/Ember/Creature/Ember_Creature_17.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Inferno Hydra’ emerging from mist with eyes igniting, seen from a low‑angle hero shot. The setting is basalt arches collapsing into molten chasms, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, fiery rim light carving the silhouette. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_17.png
Sear Maw,Creature,Ember Red,6,7,art/Ember/Creature/Ember_Creature_18.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Sear Maw’ raising a shielded limb against incoming force, seen from a profile portrait with dramatic backlight. The setting is charred forests lit by drifting sparks, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_18.png
Cinder Warden,Creature,Ember Red,7,8,art/Ember/Creature/Ember_Creature_19.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Cinder Warden’ roaring into the wind as particles whirl, seen from a over‑the‑shoulder perspective. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_19.png
Hell Warden,Creature,Ember Red,7,8,art/Ember/Creature/Ember_Creature_20.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Hell Warden’ mid‑charge with debris kicked from the ground, seen from a intimate close‑up with shallow depth of field. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_20.png
Char Ravager,Creature,Ember Red,7,8,art/Ember/Creature/Ember_Creature_21.png,frames/scifi_frame.png,icons/mana_ember.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana creature ‘Char Ravager’ mid‑charge with debris kicked from the ground, seen from a dynamic three‑quarter view. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Creature_21.png
