name,category,mana_color_style,mana_color_code,mana_cost,energy_cost,art_path,frame_path,mana_icon_path,image_prompt,output_path,card_set,frame_type,video_prompt,video_path
Bloom Ancient,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/bloom-ancient.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Ancient, creature type, verdant mana theme",output/bloom-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bloom Ancient, subtle magical effects, 3-second loop",videos/creature/bloom-ancient.mp4
Thorn Stalker,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/thorn-stalker.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Thorn Stalker, creature type, verdant mana theme",output/thorn-stalker.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Thorn Stalker, subtle magical effects, 3-second loop",videos/creature/thorn-stalker.mp4
Thorn Roamer,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/thorn-roamer.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Thorn Roamer, creature type, verdant mana theme",output/thorn-roamer.png,Open Portal Enhanced,common_creature_frame,"Animated version of Thorn Roamer, subtle magical effects, 3-second loop",videos/creature/thorn-roamer.mp4
Thorn Guardian,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/thorn-guardian.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Thorn Guardian, creature type, verdant mana theme",output/thorn-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Thorn Guardian, subtle magical effects, 3-second loop",videos/creature/thorn-guardian.mp4
Bark Shepherd,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/bark-shepherd.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bark Shepherd, creature type, verdant mana theme",output/bark-shepherd.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Bark Shepherd, subtle magical effects, 3-second loop",videos/creature/bark-shepherd.mp4
Grove Guardian,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/grove-guardian.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Guardian, creature type, verdant mana theme",output/grove-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Guardian, subtle magical effects, 3-second loop",videos/creature/grove-guardian.mp4
Bark Ancient,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/bark-ancient.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bark Ancient, creature type, verdant mana theme",output/bark-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bark Ancient, subtle magical effects, 3-second loop",videos/creature/bark-ancient.mp4
Root Guardian,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/root-guardian.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Guardian, creature type, verdant mana theme",output/root-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Guardian, subtle magical effects, 3-second loop",videos/creature/root-guardian.mp4
Bark Guardian,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/bark-guardian.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bark Guardian, creature type, verdant mana theme",output/bark-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bark Guardian, subtle magical effects, 3-second loop",videos/creature/bark-guardian.mp4
Root Ancient,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/root-ancient.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Ancient, creature type, verdant mana theme",output/root-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Ancient, subtle magical effects, 3-second loop",videos/creature/root-ancient.mp4
Verdant Colossus,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/verdant-colossus.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Verdant Colossus, creature type, verdant mana theme",output/verdant-colossus.png,Open Portal Enhanced,common_creature_frame,"Animated version of Verdant Colossus, subtle magical effects, 3-second loop",videos/creature/verdant-colossus.mp4
Moss Guardian,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/moss-guardian.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Guardian, creature type, verdant mana theme",output/moss-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Moss Guardian, subtle magical effects, 3-second loop",videos/creature/moss-guardian.mp4
Grove Roamer,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/grove-roamer.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Roamer, creature type, verdant mana theme",output/grove-roamer.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Grove Roamer, subtle magical effects, 3-second loop",videos/creature/grove-roamer.mp4
Root Stalker,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/root-stalker.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Stalker, creature type, verdant mana theme",output/root-stalker.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Stalker, subtle magical effects, 3-second loop",videos/creature/root-stalker.mp4
Thorn Maw,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/thorn-maw.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Thorn Maw, creature type, verdant mana theme",output/thorn-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Thorn Maw, subtle magical effects, 3-second loop",videos/creature/thorn-maw.mp4
Root Colossus,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/root-colossus.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Colossus, creature type, verdant mana theme",output/root-colossus.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Colossus, subtle magical effects, 3-second loop",videos/creature/root-colossus.mp4
Root Titan,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/root-titan.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Titan, creature type, verdant mana theme",output/root-titan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Titan, subtle magical effects, 3-second loop",videos/creature/root-titan.mp4
Spore Maw,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/spore-maw.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Spore Maw, creature type, verdant mana theme",output/spore-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Spore Maw, subtle magical effects, 3-second loop",videos/creature/spore-maw.mp4
Wild Stalker,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/wild-stalker.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Wild Stalker, creature type, verdant mana theme",output/wild-stalker.png,Open Portal Enhanced,common_creature_frame,"Animated version of Wild Stalker, subtle magical effects, 3-second loop",videos/creature/wild-stalker.mp4
Bark Beast,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/bark-beast.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bark Beast, creature type, verdant mana theme",output/bark-beast.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bark Beast, subtle magical effects, 3-second loop",videos/creature/bark-beast.mp4
Wild Guardian,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/wild-guardian.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Wild Guardian, creature type, verdant mana theme",output/wild-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Wild Guardian, subtle magical effects, 3-second loop",videos/creature/wild-guardian.mp4
Verdant Maw,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/verdant-maw.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Verdant Maw, creature type, verdant mana theme",output/verdant-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Verdant Maw, subtle magical effects, 3-second loop",videos/creature/verdant-maw.mp4
Verdant Titan,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/verdant-titan.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Verdant Titan, creature type, verdant mana theme",output/verdant-titan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Verdant Titan, subtle magical effects, 3-second loop",videos/creature/verdant-titan.mp4
Bloom Colossus,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/bloom-colossus.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Colossus, creature type, verdant mana theme",output/bloom-colossus.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bloom Colossus, subtle magical effects, 3-second loop",videos/creature/bloom-colossus.mp4
Bloom Beast,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/bloom-beast.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Beast, creature type, verdant mana theme",output/bloom-beast.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bloom Beast, subtle magical effects, 3-second loop",videos/creature/bloom-beast.mp4
Thorn Titan,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/thorn-titan.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Thorn Titan, creature type, verdant mana theme",output/thorn-titan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Thorn Titan, subtle magical effects, 3-second loop",videos/creature/thorn-titan.mp4
Vine Beast,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/vine-beast.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Beast, creature type, verdant mana theme",output/vine-beast.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Beast, subtle magical effects, 3-second loop",videos/creature/vine-beast.mp4
Spore Shepherd,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/spore-shepherd.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Spore Shepherd, creature type, verdant mana theme",output/spore-shepherd.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Spore Shepherd, subtle magical effects, 3-second loop",videos/creature/spore-shepherd.mp4
Bark Hydra,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/bark-hydra.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bark Hydra, creature type, verdant mana theme",output/bark-hydra.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bark Hydra, subtle magical effects, 3-second loop",videos/creature/bark-hydra.mp4
Grove Ancient,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/grove-ancient.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Ancient, creature type, verdant mana theme",output/grove-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Ancient, subtle magical effects, 3-second loop",videos/creature/grove-ancient.mp4
Vine Guardian,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/vine-guardian.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Guardian, creature type, verdant mana theme",output/vine-guardian.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Vine Guardian, subtle magical effects, 3-second loop",videos/creature/vine-guardian.mp4
Vine Maw,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/vine-maw.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Maw, creature type, verdant mana theme",output/vine-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Maw, subtle magical effects, 3-second loop",videos/creature/vine-maw.mp4
Vine Shepherd,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/vine-shepherd.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Shepherd, creature type, verdant mana theme",output/vine-shepherd.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Shepherd, subtle magical effects, 3-second loop",videos/creature/vine-shepherd.mp4
Grove Maw,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/grove-maw.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Maw, creature type, verdant mana theme",output/grove-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Maw, subtle magical effects, 3-second loop",videos/creature/grove-maw.mp4
Verdant Guardian,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/verdant-guardian.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Verdant Guardian, creature type, verdant mana theme",output/verdant-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Verdant Guardian, subtle magical effects, 3-second loop",videos/creature/verdant-guardian.mp4
Grove Hydra,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/grove-hydra.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Hydra, creature type, verdant mana theme",output/grove-hydra.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Hydra, subtle magical effects, 3-second loop",videos/creature/grove-hydra.mp4
Vine Titan,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/vine-titan.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Titan, creature type, verdant mana theme",output/vine-titan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Titan, subtle magical effects, 3-second loop",videos/creature/vine-titan.mp4
Thorn Ancient,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/thorn-ancient.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Thorn Ancient, creature type, verdant mana theme",output/thorn-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Thorn Ancient, subtle magical effects, 3-second loop",videos/creature/thorn-ancient.mp4
Thorn Hydra,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/thorn-hydra.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Thorn Hydra, creature type, verdant mana theme",output/thorn-hydra.png,Open Portal Enhanced,common_creature_frame,"Animated version of Thorn Hydra, subtle magical effects, 3-second loop",videos/creature/thorn-hydra.mp4
Bark Maw,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/bark-maw.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bark Maw, creature type, verdant mana theme",output/bark-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bark Maw, subtle magical effects, 3-second loop",videos/creature/bark-maw.mp4
Moss Ancient,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/moss-ancient.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Ancient, creature type, verdant mana theme",output/moss-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Moss Ancient, subtle magical effects, 3-second loop",videos/creature/moss-ancient.mp4
Moss Shepherd,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/moss-shepherd.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Shepherd, creature type, verdant mana theme",output/moss-shepherd.png,Open Portal Enhanced,common_creature_frame,"Animated version of Moss Shepherd, subtle magical effects, 3-second loop",videos/creature/moss-shepherd.mp4
Moss Beast,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/moss-beast.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Beast, creature type, verdant mana theme",output/moss-beast.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Moss Beast, subtle magical effects, 3-second loop",videos/creature/moss-beast.mp4
Wild Titan,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/wild-titan.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Wild Titan, creature type, verdant mana theme",output/wild-titan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Wild Titan, subtle magical effects, 3-second loop",videos/creature/wild-titan.mp4
Wild Ancient,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/wild-ancient.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Wild Ancient, creature type, verdant mana theme",output/wild-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Wild Ancient, subtle magical effects, 3-second loop",videos/creature/wild-ancient.mp4
Grove Titan,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/grove-titan.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Titan, creature type, verdant mana theme",output/grove-titan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Titan, subtle magical effects, 3-second loop",videos/creature/grove-titan.mp4
Wild Hydra,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/wild-hydra.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Wild Hydra, creature type, verdant mana theme",output/wild-hydra.png,Open Portal Enhanced,common_creature_frame,"Animated version of Wild Hydra, subtle magical effects, 3-second loop",videos/creature/wild-hydra.mp4
Grove Beast,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/grove-beast.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Beast, creature type, verdant mana theme",output/grove-beast.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Beast, subtle magical effects, 3-second loop",videos/creature/grove-beast.mp4
Root Shepherd,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/root-shepherd.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Shepherd, creature type, verdant mana theme",output/root-shepherd.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Shepherd, subtle magical effects, 3-second loop",videos/creature/root-shepherd.mp4
Root Maw,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/root-maw.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Maw, creature type, verdant mana theme",output/root-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Maw, subtle magical effects, 3-second loop",videos/creature/root-maw.mp4
Vine Stalker,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/vine-stalker.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Stalker, creature type, verdant mana theme",output/vine-stalker.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Stalker, subtle magical effects, 3-second loop",videos/creature/vine-stalker.mp4
Moss Hydra,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/moss-hydra.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Hydra, creature type, verdant mana theme",output/moss-hydra.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Moss Hydra, subtle magical effects, 3-second loop",videos/creature/moss-hydra.mp4
Verdant Ancient,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/verdant-ancient.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Verdant Ancient, creature type, verdant mana theme",output/verdant-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Verdant Ancient, subtle magical effects, 3-second loop",videos/creature/verdant-ancient.mp4
Vine Hydra,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/vine-hydra.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Hydra, creature type, verdant mana theme",output/vine-hydra.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Hydra, subtle magical effects, 3-second loop",videos/creature/vine-hydra.mp4
Bloom Guardian,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/bloom-guardian.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Guardian, creature type, verdant mana theme",output/bloom-guardian.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bloom Guardian, subtle magical effects, 3-second loop",videos/creature/bloom-guardian.mp4
Bloom Stalker,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/bloom-stalker.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Stalker, creature type, verdant mana theme",output/bloom-stalker.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Bloom Stalker, subtle magical effects, 3-second loop",videos/creature/bloom-stalker.mp4
Wild Roamer,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/wild-roamer.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Wild Roamer, creature type, verdant mana theme",output/wild-roamer.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Wild Roamer, subtle magical effects, 3-second loop",videos/creature/wild-roamer.mp4
Root Beast,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/root-beast.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Root Beast, creature type, verdant mana theme",output/root-beast.png,Open Portal Enhanced,common_creature_frame,"Animated version of Root Beast, subtle magical effects, 3-second loop",videos/creature/root-beast.mp4
Moss Stalker,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/moss-stalker.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Stalker, creature type, verdant mana theme",output/moss-stalker.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Moss Stalker, subtle magical effects, 3-second loop",videos/creature/moss-stalker.mp4
Wild Colossus,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/wild-colossus.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Wild Colossus, creature type, verdant mana theme",output/wild-colossus.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Wild Colossus, subtle magical effects, 3-second loop",videos/creature/wild-colossus.mp4
Bloom Roamer,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/bloom-roamer.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Roamer, creature type, verdant mana theme",output/bloom-roamer.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bloom Roamer, subtle magical effects, 3-second loop",videos/creature/bloom-roamer.mp4
Moss Colossus,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/moss-colossus.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Colossus, creature type, verdant mana theme",output/moss-colossus.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Moss Colossus, subtle magical effects, 3-second loop",videos/creature/moss-colossus.mp4
Spore Guardian,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/spore-guardian.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Spore Guardian, creature type, verdant mana theme",output/spore-guardian.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Spore Guardian, subtle magical effects, 3-second loop",videos/creature/spore-guardian.mp4
Grove Colossus,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/grove-colossus.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Colossus, creature type, verdant mana theme",output/grove-colossus.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Colossus, subtle magical effects, 3-second loop",videos/creature/grove-colossus.mp4
Spore Titan,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/spore-titan.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Spore Titan, creature type, verdant mana theme",output/spore-titan.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Spore Titan, subtle magical effects, 3-second loop",videos/creature/spore-titan.mp4
Bark Roamer,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/bark-roamer.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bark Roamer, creature type, verdant mana theme",output/bark-roamer.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bark Roamer, subtle magical effects, 3-second loop",videos/creature/bark-roamer.mp4
Bloom Hydra,CREATURE,Verdant Magic,VERDANT,4,1,art/VERDANT/CREATURE/bloom-hydra.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Hydra, creature type, verdant mana theme",output/bloom-hydra.png,Open Portal Enhanced,rare_creature_frame,"Animated version of Bloom Hydra, subtle magical effects, 3-second loop",videos/creature/bloom-hydra.mp4
Vine Roamer,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/vine-roamer.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Roamer, creature type, verdant mana theme",output/vine-roamer.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Roamer, subtle magical effects, 3-second loop",videos/creature/vine-roamer.mp4
Vine Ancient,CREATURE,Verdant Magic,VERDANT,6,2,art/VERDANT/CREATURE/vine-ancient.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Vine Ancient, creature type, verdant mana theme",output/vine-ancient.png,Open Portal Enhanced,common_creature_frame,"Animated version of Vine Ancient, subtle magical effects, 3-second loop",videos/creature/vine-ancient.mp4
Moss Titan,CREATURE,Verdant Magic,VERDANT,5,1,art/VERDANT/CREATURE/moss-titan.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Moss Titan, creature type, verdant mana theme",output/moss-titan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Moss Titan, subtle magical effects, 3-second loop",videos/creature/moss-titan.mp4
Verdant Roamer,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/verdant-roamer.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Verdant Roamer, creature type, verdant mana theme",output/verdant-roamer.png,Open Portal Enhanced,common_creature_frame,"Animated version of Verdant Roamer, subtle magical effects, 3-second loop",videos/creature/verdant-roamer.mp4
Grove Shepherd,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/grove-shepherd.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Grove Shepherd, creature type, verdant mana theme",output/grove-shepherd.png,Open Portal Enhanced,common_creature_frame,"Animated version of Grove Shepherd, subtle magical effects, 3-second loop",videos/creature/grove-shepherd.mp4
Bloom Maw,CREATURE,Verdant Magic,VERDANT,3,1,art/VERDANT/CREATURE/bloom-maw.png,frames/common_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Bloom Maw, creature type, verdant mana theme",output/bloom-maw.png,Open Portal Enhanced,common_creature_frame,"Animated version of Bloom Maw, subtle magical effects, 3-second loop",videos/creature/bloom-maw.mp4
Spore Roamer,CREATURE,Verdant Magic,VERDANT,7,3,art/VERDANT/CREATURE/spore-roamer.png,frames/rare_creature_frame.png,icons/mana_verdant.png,"Epic fantasy card art for Spore Roamer, creature type, verdant mana theme",output/spore-roamer.png,Open Portal Enhanced,common_creature_frame,"Animated version of Spore Roamer, subtle magical effects, 3-second loop",videos/creature/spore-roamer.mp4
