name,category,mana_color_style,mana_color_code,mana_cost,energy_cost,art_path,frame_path,mana_icon_path,image_prompt,output_path,card_set
Ember Bastion,STRUCTURE,Ember Red,CRIMSON,4,2,art/Ember/Structure/Ember_Structure_47.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ember Bastion’ unfurling protective plates like petals, seen from a over‑the‑shoulder perspective. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, fiery rim light carving the silhouette. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_47.png,Open Portal
Ember Spire,STRUCTURE,Ember Red,CRIMSON,3,1,art/Ember/Structure/Ember_Structure_48.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ember Spire’ venting steam through ornate chimneys, seen from a aerial top‑down sweep. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_48.png,Open Portal
Pyre Pylon,STRUCTURE,Ember Red,CRIMSON,6,2,art/Ember/Structure/Ember_Structure_49.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Pyre Pylon’ venting steam through ornate chimneys, seen from a low‑angle hero shot. The setting is obsidian plains cracked with searing light, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, fiery rim light carving the silhouette. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_49.png,Open Portal
Magma Citadel,STRUCTURE,Ember Red,CRIMSON,5,2,art/Ember/Structure/Ember_Structure_50.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Magma Citadel’ projecting a beam skyward that scatters through clouds, seen from a over‑the‑shoulder perspective. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_50.png,Open Portal
Furnace Citadel,STRUCTURE,Ember Red,CRIMSON,4,2,art/Ember/Structure/Ember_Structure_51.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Furnace Citadel’ pulsing with internal light that races along runes, seen from a dynamic three‑quarter view. The setting is basalt arches collapsing into molten chasms, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_51.png,Open Portal
Coal Pylon,STRUCTURE,Ember Red,CRIMSON,3,1,art/Ember/Structure/Ember_Structure_52.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Coal Pylon’ projecting a beam skyward that scatters through clouds, seen from a profile portrait with dramatic backlight. The setting is basalt arches collapsing into molten chasms, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_52.png,Open Portal
Anvil Spire,STRUCTURE,Ember Red,CRIMSON,2,1,art/Ember/Structure/Ember_Structure_53.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Anvil Spire’ projecting a beam skyward that scatters through clouds, seen from a dynamic three‑quarter view. The setting is basalt arches collapsing into molten chasms, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_53.png,Open Portal
Ember Beacon,STRUCTURE,Ember Red,CRIMSON,3,1,art/Ember/Structure/Ember_Structure_54.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ember Beacon’ opening a portal ring with concentric ripples of air, seen from a low‑angle hero shot. The setting is basalt arches collapsing into molten chasms, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_54.png,Open Portal
Basalt Rampart,STRUCTURE,Ember Red,CRIMSON,5,2,art/Ember/Structure/Ember_Structure_55.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Basalt Rampart’ venting steam through ornate chimneys, seen from a profile portrait with dramatic backlight. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, fiery rim light carving the silhouette. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_55.png,Open Portal
Ash Pylon,STRUCTURE,Ember Red,CRIMSON,2,1,art/Ember/Structure/Ember_Structure_56.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ash Pylon’ activating a shield dome that refracts the landscape, seen from a dynamic three‑quarter view. The setting is charred forests lit by drifting sparks, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_56.png,Open Portal
Forge Kiln,STRUCTURE,Ember Red,CRIMSON,5,2,art/Ember/Structure/Ember_Structure_57.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Forge Kiln’ unfurling protective plates like petals, seen from a wide cinematic landscape. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_57.png,Open Portal
Furnace Gate,STRUCTURE,Ember Red,CRIMSON,2,1,art/Ember/Structure/Ember_Structure_58.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Furnace Gate’ opening a portal ring with concentric ripples of air, seen from a wide cinematic landscape. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, fiery rim light carving the silhouette. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_58.png,Open Portal
Magma Rampart,STRUCTURE,Ember Red,CRIMSON,4,2,art/Ember/Structure/Ember_Structure_59.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Magma Rampart’ unfurling protective plates like petals, seen from a Dutch tilt mid‑action. The setting is charred forests lit by drifting sparks, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_59.png,Open Portal
Forge Rampart,STRUCTURE,Ember Red,CRIMSON,6,2,art/Ember/Structure/Ember_Structure_60.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Forge Rampart’ unfurling protective plates like petals, seen from a profile portrait with dramatic backlight. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_60.png,Open Portal
Anvil Crucible,STRUCTURE,Ember Red,CRIMSON,5,2,art/Ember/Structure/Ember_Structure_61.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Anvil Crucible’ channeling energy into surrounding pylons, seen from a aerial top‑down sweep. The setting is charred forests lit by drifting sparks, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_61.png,Open Portal
Pyre Crucible,STRUCTURE,Ember Red,CRIMSON,2,1,art/Ember/Structure/Ember_Structure_62.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Pyre Crucible’ ring gears turning as dust falls in sunbeams, seen from a Dutch tilt mid‑action. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_62.png,Open Portal
Ember Citadel,STRUCTURE,Ember Red,CRIMSON,6,2,art/Ember/Structure/Ember_Structure_63.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ember Citadel’ launching signal flares that arc across the sky, seen from a low‑angle hero shot. The setting is charred forests lit by drifting sparks, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, fiery rim light carving the silhouette. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_63.png,Open Portal
Furnace Beacon,STRUCTURE,Ember Red,CRIMSON,4,2,art/Ember/Structure/Ember_Structure_64.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Furnace Beacon’ channeling energy into surrounding pylons, seen from a dynamic three‑quarter view. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_64.png,Open Portal
Forge Bastion,STRUCTURE,Ember Red,CRIMSON,6,2,art/Ember/Structure/Ember_Structure_65.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Forge Bastion’ opening a portal ring with concentric ripples of air, seen from a profile portrait with dramatic backlight. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_65.png,Open Portal
Ash Crucible,STRUCTURE,Ember Red,CRIMSON,4,2,art/Ember/Structure/Ember_Structure_66.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ash Crucible’ opening a portal ring with concentric ripples of air, seen from a over‑the‑shoulder perspective. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_66.png,Open Portal
Forge Reactor,STRUCTURE,Ember Red,CRIMSON,6,2,art/Ember/Structure/Ember_Structure_67.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Forge Reactor’ opening a portal ring with concentric ripples of air, seen from a profile portrait with dramatic backlight. The setting is obsidian plains cracked with searing light, colored with deep scarlet, ember orange, and soot black; embers coiling in the updraft, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_67.png,Open Portal
Ember Crucible,STRUCTURE,Ember Red,CRIMSON,6,2,art/Ember/Structure/Ember_Structure_68.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ember Crucible’ pulsing with internal light that races along runes, seen from a dynamic three‑quarter view. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_68.png,Open Portal
Magma Gate,STRUCTURE,Ember Red,CRIMSON,4,2,art/Ember/Structure/Ember_Structure_69.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Magma Gate’ activating a shield dome that refracts the landscape, seen from a low‑angle hero shot. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_69.png,Open Portal
Cinder Crucible,STRUCTURE,Ember Red,CRIMSON,3,1,art/Ember/Structure/Ember_Structure_70.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Cinder Crucible’ channeling energy into surrounding pylons, seen from a Dutch tilt mid‑action. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, heat haze warping the horizon. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_70.png,Open Portal
Ember Kiln,STRUCTURE,Ember Red,CRIMSON,6,2,art/Ember/Structure/Ember_Structure_71.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ember Kiln’ casting long shadows as its core awakens, seen from a aerial top‑down sweep. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; fiery rim light carving the silhouette, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_71.png,Open Portal
Ember Reactor,STRUCTURE,Ember Red,CRIMSON,2,1,art/Ember/Structure/Ember_Structure_72.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Ember Reactor’ channeling energy into surrounding pylons, seen from a wide cinematic landscape. The setting is collapsed forges and iron battlements above lava vents, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_72.png,Open Portal
Forge Gate,STRUCTURE,Ember Red,CRIMSON,5,2,art/Ember/Structure/Ember_Structure_73.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Forge Gate’ casting long shadows as its core awakens, seen from a profile portrait with dramatic backlight. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, sparks exploding from shattered rock. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_73.png,Open Portal
Coal Citadel,STRUCTURE,Ember Red,CRIMSON,2,1,art/Ember/Structure/Ember_Structure_74.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Coal Citadel’ venting steam through ornate chimneys, seen from a ground‑level tracking shot. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; heat haze warping the horizon, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_74.png,Open Portal
Anvil Kiln,STRUCTURE,Ember Red,CRIMSON,5,2,art/Ember/Structure/Ember_Structure_75.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Anvil Kiln’ ring gears turning as dust falls in sunbeams, seen from a wide cinematic landscape. The setting is ash dunes under a blood‑red sky, colored with deep scarlet, ember orange, and soot black; smoke plumes with ember constellations, embers coiling in the updraft. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_75.png,Open Portal
Pyre Beacon,STRUCTURE,Ember Red,CRIMSON,4,2,art/Ember/Structure/Ember_Structure_76.png,frames/scifi_frame.png,icons/mana_crimson.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Ember Red mana structure ‘Pyre Beacon’ unfurling protective plates like petals, seen from a over‑the‑shoulder perspective. The setting is volcanic terraces with rivers of glowing magma, colored with deep scarlet, ember orange, and soot black; sparks exploding from shattered rock, smoke plumes with ember constellations. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Ember_Structure_76.png,Open Portal
