slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords,limits_json,targeting_json,effects_json,abilities_json,rules_text,flavor_text,frame_type,video_prompt,action_speed
funereal-gale-drag,Funereal Gale Drag,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,poison,,"{""allowed_targets"": [""any""]}","[{""type"": ""poison"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Apply poison (2 damage for 2 turns).,,common_action_fast_frame,,FAST
funereal-gale-pierce,Funereal Gale Pierce,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
dusk-break-pierce,Dusk Break Pierce,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
funereal-gale-silence,Funereal Gale Silence,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,poison,,"{""allowed_targets"": [""any""]}","[{""type"": ""poison"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Apply poison (2 damage for 2 turns).,,common_action_fast_frame,,FAST
grave-chill-pierce,Grave Chill Pierce,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,deal_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
lightwave-smite,Lightwave Smite,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
crown-bolt-shield,Crown Bolt Shield,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,buff_defense,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 defense.,,common_action_fast_frame,,FAST
blessed-cut-flash,Blessed Cut Flash,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,immunity,,"{""allowed_targets"": [""any""]}","[{""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Immunity: 2,,common_action_fast_frame,,FAST
halo-ward-cleave,Halo Ward Cleave,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,immunity,,"{""allowed_targets"": [""any""]}","[{""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Immunity: 2,,common_action_fast_frame,,FAST
sun-spear-pulse,Sun Spear Pulse,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,immunity,,"{""allowed_targets"": [""any""]}","[{""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Immunity: 2,,common_action_fast_frame,,FAST
crown-bolt-ward,Crown Bolt Ward,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
ivory-flash-cleave,Ivory Flash Cleave,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
vow-strike-cleave,Vow Strike Cleave,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
faith-guard-gleam,Faith Guard Gleam,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,buff_defense,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 defense.,,common_action_fast_frame,,FAST
dawn-break-pulse,Dawn Break Pulse,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,buff_defense,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 defense.,,common_action_fast_frame,,FAST
saint-s-aegis-smite,Saint’s Aegis Smite,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,buff_defense,,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 defense.,,common_action_fast_frame,,FAST
faith-guard-ward,Faith Guard Ward,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
crown-bolt-sweep,Crown Bolt Sweep,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,heal,,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally.,,common_action_fast_frame,,FAST
time-fracture-spin,Time Fracture Spin,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,teleport,,"{""allowed_targets"": [""any""]}","[{""type"": ""teleport"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""teleport"", ""parameters"": {""amount"": 2}}]",Teleport: 2,,common_action_fast_frame,,FAST
spiral-dash-slide,Spiral Dash Slide,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,reflect_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,,common_action_fast_frame,,FAST
echo-jump-spin,Echo Jump Spin,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,teleport,,"{""allowed_targets"": [""any""]}","[{""type"": ""teleport"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""teleport"", ""parameters"": {""amount"": 2}}]",Teleport: 2,,common_action_fast_frame,,FAST
chrono-burst-skip,Chrono Burst Skip,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,gain_energy,,"{""allowed_targets"": [""any""]}","[{""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Gain Energy: 2,,common_action_fast_frame,,FAST
ouro-step-stitch,Ouro Step Stitch,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,teleport,,"{""allowed_targets"": [""any""]}","[{""type"": ""teleport"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""teleport"", ""parameters"": {""amount"": 2}}]",Teleport: 2,,common_action_fast_frame,,FAST
ouro-step-spin,Ouro Step Spin,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,gain_energy,,"{""allowed_targets"": [""any""]}","[{""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Gain Energy: 2,,common_action_fast_frame,,FAST
echo-jump-fold,Echo Jump Fold,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,reflect_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,,common_action_fast_frame,,FAST
ring-shear-spin,Ring Shear Spin,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,teleport,,"{""allowed_targets"": [""any""]}","[{""type"": ""teleport"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""teleport"", ""parameters"": {""amount"": 2}}]",Teleport: 2,,common_action_fast_frame,,FAST
chrono-burst-break,Chrono Burst Break,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,gain_energy,,"{""allowed_targets"": [""any""]}","[{""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Gain Energy: 2,,common_action_fast_frame,,FAST
paradox-loop-skip,Paradox Loop Skip,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,reflect_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,,common_action_fast_frame,,FAST
clockstrike-spin,Clockstrike Spin,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,reflect_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,,common_action_fast_frame,,FAST
clockstrike-crack,Clockstrike Crack,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,reflect_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,,common_action_fast_frame,,FAST
mirror-cut-break,Mirror Cut Break,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,reflect_damage,,"{""allowed_targets"": [""enemy""]}","[{""type"": ""reflect_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,,common_action_fast_frame,,FAST
time-fracture-fold,Time Fracture Fold,ACTION_FAST,COMMON,FALSE,AETHER,0,3,0,0,0,0,0,gain_energy,,"{""allowed_targets"": [""any""]}","[{""type"": ""gain_energy"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""gain_energy"", ""parameters"": {""amount"": 2}}]",Gain Energy: 2,,common_action_fast_frame,,FAST
echo-wave-spiral,Echo Wave Spiral,ACTION_FAST,COMMON,FALSE,AZURE,0,3,0,0,0,0,0,"mana_burn, water_damage",,"{""allowed_targets"": [""any"", ""enemy""]}","[{""type"": ""mana_burn"", ""target"": ""any"", ""value"": 2}, {""type"": ""water_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""mana_burn"", ""parameters"": {""amount"": 2}}, {""name"": ""water_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Mana Burn: 2 Deal 2 Water damage to enemy.,,common_action_fast_frame,,FAST
tide-surge-pierce,Tide Surge Pierce,ACTION_FAST,COMMON,FALSE,AZURE,0,3,0,0,0,0,0,"mana_burn, freeze",,"{""allowed_targets"": [""any""]}","[{""type"": ""mana_burn"", ""target"": ""any"", ""value"": 2}, {""type"": ""freeze"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""mana_burn"", ""parameters"": {""amount"": 2}}, {""name"": ""freeze"", ""parameters"": {""amount"": 2, ""duration"": 4}}]",Mana Burn: 2 Freeze target for 4 turns.,,common_action_fast_frame,,FAST
nimbus-arc-spiral,Nimbus Arc Spiral,ACTION_FAST,COMMON,FALSE,AZURE,0,3,0,0,0,0,0,"freeze, mana_burn",,"{""allowed_targets"": [""any""]}","[{""type"": ""freeze"", ""target"": ""any"", ""value"": 2}, {""type"": ""mana_burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""freeze"", ""parameters"": {""amount"": 2, ""duration"": 4}}, {""name"": ""mana_burn"", ""parameters"": {""amount"": 2}}]",Freeze target for 4 turns. Mana Burn: 2,,common_action_fast_frame,,FAST
tide-surge-ripple,Tide Surge Ripple,ACTION_FAST,COMMON,FALSE,AZURE,0,3,0,0,0,0,0,"water_damage, mana_burn",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""water_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""mana_burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""water_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""mana_burn"", ""parameters"": {""amount"": 2}}]",Deal 2 Water damage to enemy. Mana Burn: 2,,common_action_fast_frame,,FAST
magma-rush-burst,Magma Rush Burst,ACTION_FAST,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,"deal_damage, fire_damage",,"{""allowed_targets"": [""enemy""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""fire_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""fire_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Deal damage to enemy. Deal 2 Fire damage to enemy.,,common_action_fast_frame,,FAST
pyrebrand-crash,Pyrebrand Crash,ACTION_FAST,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,"burn, fire_damage",,"{""allowed_targets"": [""any"", ""enemy""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}, {""type"": ""fire_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 4}}, {""name"": ""fire_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Apply burn (2 damage for 4 turns). Deal 2 Fire damage to enemy.,,common_action_fast_frame,,FAST
cinder-cut-surge,Cinder Cut Surge,ACTION_FAST,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,"burn, deal_damage",,"{""allowed_targets"": [""any"", ""enemy""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}, {""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 2}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Apply burn (2 damage for 2 turns). Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
flame-pulse-burst,Flame Pulse Burst,ACTION_FAST,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,"burn, fire_damage",,"{""allowed_targets"": [""any"", ""enemy""]}","[{""type"": ""burn"", ""target"": ""any"", ""value"": 2}, {""type"": ""fire_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 2}}, {""name"": ""fire_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Apply burn (2 damage for 2 turns). Deal 2 Fire damage to enemy.,,common_action_fast_frame,,FAST
forge-burst-cascade,Forge Burst Cascade,ACTION_FAST,COMMON,FALSE,CRIMSON,0,3,0,0,0,0,0,"fire_damage, burn",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""fire_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""burn"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""fire_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""burn"", ""parameters"": {""amount"": 2, ""duration"": 4}}]",Deal 2 Fire damage to enemy. Apply burn (2 damage for 4 turns).,,common_action_fast_frame,,FAST
petal-gale-bind,Petal Gale Bind,ACTION_FAST,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,"heal, regeneration",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}, {""type"": ""regeneration"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""regeneration"", ""parameters"": {""amount"": 2, ""duration"": 4}}]",Heal 2 health to ally. Regeneration: 2,,common_action_fast_frame,,FAST
dusk-break-tear,Dusk Break Tear,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,"debuff_attack, deal_damage",,"{""allowed_targets"": [""enemy""]}","[{""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Target ally gets +2 deattack. Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
funereal-gale-crack,Funereal Gale Crack,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,"deal_damage, poison",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""poison"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 4}}]",Deal 2 Deal damage to enemy. Apply poison (2 damage for 4 turns).,,common_action_fast_frame,,FAST
ash-shroud-sunder,Ash Shroud Sunder,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,"debuff_attack, deal_damage",,"{""allowed_targets"": [""enemy""]}","[{""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Target ally gets +2 deattack. Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
dusk-break-sunder,Dusk Break Sunder,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,"poison, debuff_attack",,"{""allowed_targets"": [""any"", ""enemy""]}","[{""type"": ""poison"", ""target"": ""any"", ""value"": 2}, {""type"": ""debuff_attack"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 3}}, {""name"": ""debuff_attack"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Apply poison (2 damage for 3 turns). Target ally gets +2 deattack.,,common_action_fast_frame,,FAST
ash-shroud-shiver,Ash Shroud Shiver,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,"deal_damage, poison",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""poison"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Deal 2 Deal damage to enemy. Apply poison (2 damage for 2 turns).,,common_action_fast_frame,,FAST
night-veil-tear,Night Veil Tear,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,"deal_damage, poison",,"{""allowed_targets"": [""enemy"", ""any""]}","[{""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}, {""type"": ""poison"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}, {""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 2}}]",Deal 2 Deal damage to enemy. Apply poison (2 damage for 2 turns).,,common_action_fast_frame,,FAST
void-hook-pierce,Void Hook Pierce,ACTION_FAST,COMMON,FALSE,OBSIDIAN,0,3,0,0,0,0,0,"poison, deal_damage",,"{""allowed_targets"": [""any"", ""enemy""]}","[{""type"": ""poison"", ""target"": ""any"", ""value"": 2}, {""type"": ""deal_damage"", ""target"": ""enemy"", ""value"": 2}]","[{""name"": ""poison"", ""parameters"": {""amount"": 2, ""duration"": 4}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Apply poison (2 damage for 4 turns). Deal 2 Deal damage to enemy.,,common_action_fast_frame,,FAST
crown-bolt-gleam,Crown Bolt Gleam,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"immunity, heal",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""immunity"", ""target"": ""any"", ""value"": 2}, {""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}, {""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Immunity: 2 Heal 2 health to ally.,,common_action_fast_frame,,FAST
vow-strike-flash,Vow Strike Flash,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"buff_defense, immunity",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}, {""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Target ally gets +2 defense. Immunity: 2,,common_action_fast_frame,,FAST
saint-s-aegis-beacon,Saint’s Aegis Beacon,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"heal, immunity",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}, {""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Heal 2 health to ally. Immunity: 2,,common_action_fast_frame,,FAST
vow-strike-shine,Vow Strike Shine,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"immunity, heal",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""immunity"", ""target"": ""any"", ""value"": 2}, {""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}, {""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Immunity: 2 Heal 2 health to ally.,,common_action_fast_frame,,FAST
blessed-cut-shield,Blessed Cut Shield,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"heal, buff_defense",,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}, {""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally. Target ally gets +2 defense.,,common_action_fast_frame,,FAST
halo-ward-beacon,Halo Ward Beacon,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"heal, buff_defense",,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}, {""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally. Target ally gets +2 defense.,,common_action_fast_frame,,FAST
blessed-cut-cleave,Blessed Cut Cleave,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"heal, immunity",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}, {""type"": ""immunity"", ""target"": ""any"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Heal 2 health to ally. Immunity: 2,,common_action_fast_frame,,FAST
lightwave-gleam,Lightwave Gleam,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"buff_defense, heal",,"{""allowed_targets"": [""ally""]}","[{""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}, {""type"": ""heal"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Target ally gets +2 defense. Heal 2 health to ally.,,common_action_fast_frame,,FAST
halo-ward-pulse,Halo Ward Pulse,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"heal, buff_defense",,"{""allowed_targets"": [""ally""]}","[{""type"": ""heal"", ""target"": ""ally"", ""value"": 2}, {""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""heal"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Heal 2 health to ally. Target ally gets +2 defense.,,common_action_fast_frame,,FAST
faith-guard-shine,Faith Guard Shine,ACTION_FAST,COMMON,FALSE,RADIANT,0,3,0,0,0,0,0,"immunity, buff_defense",,"{""allowed_targets"": [""any"", ""ally""]}","[{""type"": ""immunity"", ""target"": ""any"", ""value"": 2}, {""type"": ""buff_defense"", ""target"": ""ally"", ""value"": 2}]","[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 2, ""target_type"": ""ally""}}]",Immunity: 2 Target ally gets +2 defense.,,common_action_fast_frame,,FAST
